id,gold,pred,correct
mathvista_0950,A,X,0
mathvista_0951,B,A,0
mathvista_0952,C,C,1
mathvista_0953,50,50,1
mathvista_0954,D,D,1
mathvista_0955,C,A,0
mathvista_0956,6,5,0
mathvista_0957,A,A,1
mathvista_0958,B,S,0
mathvista_0959,32,3,0
mathvista_0960,4,10,0
mathvista_0961,7,77,0
mathvista_0962,C,C,1
mathvista_0963,3,3,1
mathvista_0964,6,6,1
mathvista_0965,30,30,1
mathvista_0966,3,3,1
mathvista_0967,2,1,0
mathvista_0968,6,5,0
mathvista_0969,A,A,1
mathvista_0970,C,A,0
mathvista_0971,B,B,1
mathvista_0972,B,B,1
mathvista_0973,1,1,1
mathvista_0974,B,B,1
mathvista_0975,6,6,1
mathvista_0976,B,B,1
mathvista_0977,D,,0
mathvista_0978,7,7,1
mathvista_0979,9079,8,0
mathvista_0980,12,12,1
mathvista_0981,70.4,56.4,0
mathvista_0982,B,B,1
mathvista_0983,8,8,1
mathvista_0984,B,B,1
mathvista_0985,5,5,1
mathvista_0986,B,A,0
mathvista_0987,4232,5,0
mathvista_0988,1,10,0
mathvista_0989,9,9,1
mathvista_0990,B,S,0
mathvista_0991,C,A,0
mathvista_0992,B,B,1
mathvista_0993,9,9,1
mathvista_0994,A,A,1
mathvista_0995,18.27,18.27,1
mathvista_0996,2,6,0
mathvista_0997,B,B,1
mathvista_0998,A,O,0
mathvista_0999,4.5,0.7,0
mathvista_1000,9,8,0
__summary__,,acc=0.4610,461
