id,gold,pred,correct
mathvista_0919,7,5,0
mathvista_0920,30,192,0
mathvista_0921,D,X,0
mathvista_0922,1,8,0
mathvista_0923,F,I,0
mathvista_0924,A,,0
mathvista_0925,19.5,19.5,1
mathvista_0926,7.07,2,0
mathvista_0927,A,A,1
mathvista_0928,5,5,1
mathvista_0929,85,85,1
mathvista_0930,A,A,1
mathvista_0931,B,A,0
mathvista_0932,A,A,1
mathvista_0933,9606,9606,1
mathvista_0934,10000,10000,1
mathvista_0935,A,A,1
mathvista_0936,0,0,1
mathvista_0937,A,,0
mathvista_0938,D,,0
mathvista_0939,C,S,0
mathvista_0940,6,1,0
mathvista_0941,2,5,0
mathvista_0942,0,0,1
mathvista_0943,2,2,1
mathvista_0944,3,3,1
mathvista_0945,6,20,0
mathvista_0946,16,27,0
mathvista_0947,C,A,0
mathvista_0948,11,3,0
mathvista_0949,56,56,1
mathvista_0950,A,X,0
mathvista_0951,B,S,0
mathvista_0952,C,C,1
mathvista_0953,50,50,1
mathvista_0954,D,A,0
mathvista_0955,C,C,1
mathvista_0956,6,6,1
mathvista_0957,A,A,1
mathvista_0958,B,E,0
mathvista_0959,32,32,1
mathvista_0960,4,10,0
mathvista_0961,7,7,1
mathvista_0962,C,X,0
mathvista_0963,3,3,1
mathvista_0964,6,7,0
mathvista_0965,30,30,1
mathvista_0966,3,3,1
mathvista_0967,2,000,0
mathvista_0968,6,6,1
mathvista_0969,A,A,1
mathvista_0970,C,C,1
mathvista_0971,B,B,1
mathvista_0972,B,B,1
mathvista_0973,1,1,1
mathvista_0974,B,B,1
mathvista_0975,6,6,1
mathvista_0976,B,,0
mathvista_0977,D,B,0
mathvista_0978,7,7,1
mathvista_0979,9079,6359,0
mathvista_0980,12,12,1
mathvista_0981,70.4,70.4,1
mathvista_0982,B,,0
mathvista_0983,8,5,0
mathvista_0984,B,B,1
mathvista_0985,5,5,1
mathvista_0986,B,B,1
mathvista_0987,4232,200,0
mathvista_0988,1,0,0
mathvista_0989,9,9,1
mathvista_0990,B,P,0
mathvista_0991,C,,0
mathvista_0992,B,,0
mathvista_0993,9,9,1
mathvista_0994,A,A,1
mathvista_0995,18.27,18.27,1
mathvista_0996,2,2,1
mathvista_0997,B,X,0
mathvista_0998,A,,0
mathvista_0999,4.5,10,0
mathvista_1000,9,8,0
__summary__,,acc=0.4610,461
